coordinates,bus_name,kilovolt levels,number of buses,vm,county,state
POINT (-121.6204 47.4476),NORTH BEND 1,{138.0},1,1.068221,King,Washington
POINT (-121.687 47.8387),GOLD BAR,{138.0},1,1.077167,Snohomish,Washington
POINT (-121.5203 45.8583),WHITE SALMON,{138.0},1,1.037492,Klickitat,Washington
POINT (-121.3076 48.2191),DARRINGTON,{138.0},1,1.079551,Snohomish,Washington
POINT (-121.2838 46.8228),NACHES,{138.0},1,1.059914,Yakima,Washington
POINT (-121.1343 45.6573),LYLE,{138.0},3,1.05597,Klickitat,Washington
POINT (-121.0523 46.52),YAKIMA 1,{138.0},1,1.050936,Yakima,Washington
POINT (-120.851 47.2783),CLE ELUM 1,{138.0},1,1.074386,Kittitas,Washington
POINT (-120.8987 47.8317),LEAVENWORTH,{138.0},1,1.0716,Chelan,Washington
POINT (-120.7174 45.9276),GOLDENDALE 1,{138.0},1,1.055501,Klickitat,Washington
POINT (-120.7814 46.292),WHITE SWAN,{138.0},2,1.058414,Yakima,Washington
POINT (-120.6778 46.6481),YAKIMA 2,{138.0},1,1.065722,Yakima,Washington
POINT (-120.6828 46.7045),YAKIMA 3,{138.0},1,1.061257,Yakima,Washington
POINT (-120.7266 46.873),SELAH,{138.0},1,1.055995,Yakima,Washington
POINT (-120.4686 46.5831),YAKIMA 4,{138.0},2,1.060721,Yakima,Washington
POINT (-120.4699 46.6723),YAKIMA 5,"{345.0, 138.0}",2,1.066772,Yakima,Washington
POINT (-120.569 46.5432),WAPATO,{138.0},1,1.059167,Yakima,Washington
POINT (-120.4823 47.4854),CASHMERE,{138.0},3,1.081426,Chelan,Washington
POINT (-120.5322 47.0315),ELLENSBURG 1,{138.0},1,1.065722,Kittitas,Washington
POINT (-120.431 46.9945),ELLENSBURG 2,{138.0},1,1.068005,Kittitas,Washington
POINT (-120.4236 46.7656),YAKIMA 6,{138.0},1,1.060235,Kittitas,Washington
POINT (-120.485 46.8168),YAKIMA 7,{138.0},3,1.064204,Kittitas,Washington
POINT (-120.3323 48.0169),CHELAN,{138.0},2,1.08491,Chelan,Washington
POINT (-120.2772 47.3425),WENATCHEE 1,{138.0},2,1.064818,Chelan,Washington
POINT (-120.3269 47.4248),WENATCHEE 2,{138.0},1,1.066708,Chelan,Washington
POINT (-120.4117 48.5775),WINTHROP,{138.0},3,1.085549,Okanogan,Washington
POINT (-120.2942 46.2344),TOPPENISH,{138.0},1,1.058739,Yakima,Washington
POINT (-120.338 48.3329),TWISP,{138.0},2,1.085043,Okanogan,Washington
POINT (-120.1847 46.4421),ZILLAH,{138.0},1,1.061159,Yakima,Washington
POINT (-120.1183 47.4908),EAST WENATCHEE 1,{138.0},1,1.06963,Douglas,Washington
POINT (-120.147 47.4767),EAST WENATCHEE 2,{138.0},1,1.069766,Douglas,Washington
POINT (-120.1645 47.2553),MALAGA,{138.0},3,1.067868,Kittitas,Washington
POINT (-120.0414 47.9079),MANSON,{138.0},3,1.086688,Chelan,Washington
POINT (-120.0968 46.1405),MABTON,{138.0},1,1.061386,Yakima,Washington
POINT (-119.9735 46.2234),GRANDVIEW,{138.0},2,1.062766,Yakima,Washington
POINT (-119.7942 47.1193),QUINCY 1,{138.0},2,1.075901,Grant,Washington
POINT (-119.69 48.0643),BREWSTER,{138.0},1,1.083454,Douglas,Washington
POINT (-119.6248 46.7256),MATTAWA 1,{138.0},2,1.069059,Grant,Washington
POINT (-119.6781 46.1752),PROSSER,{138.0},2,1.06739,Benton,Washington
POINT (-119.7 46.8538),ROYAL CITY,{138.0},1,1.076921,Grant,Washington
POINT (-119.5601 46.5318),SUNNYSIDE 1,{138.0},1,1.06659,Benton,Washington
POINT (-119.5338 47.4061),EPHRATA,{138.0},1,1.079155,Grant,Washington
POINT (-119.6648 48.2962),OKANOGAN,{138.0},2,1.082922,Okanogan,Washington
POINT (-119.5303 46.3237),BENTON CITY,{138.0},1,1.064707,Benton,Washington
POINT (-119.5187 47.4753),SOAP LAKE,{138.0},1,1.080776,Grant,Washington
POINT (-119.2917 46.2844),WEST RICHLAND,{138.0},2,1.06838,Benton,Washington
POINT (-119.374 47.1599),MOSES LAKE 1,{138.0},1,1.080401,Grant,Washington
POINT (-119.2927 47.2058),MOSES LAKE 2,"{345.0, 138.0}",3,1.079976,Grant,Washington
POINT (-119.2957 46.332),RICHLAND 1,{138.0},1,1.065004,Benton,Washington
POINT (-119.2643 46.3498),RICHLAND 2,{138.0},1,1.064521,Benton,Washington
POINT (-119.3571 46.1596),RICHLAND 3,{138.0},3,1.068193,Benton,Washington
POINT (-119.1874 46.1784),KENNEWICK 1,{138.0},1,1.069692,Benton,Washington
POINT (-119.3157 48.3025),OMAK,{138.0},2,1.0831,Okanogan,Washington
POINT (-119.347 48.6336),TONASKET,{138.0},1,1.069653,Okanogan,Washington
POINT (-119.2192 48.9833),OROVILLE 1,{138.0},1,1.059606,Okanogan,Washington
POINT (-119.2756 46.6475),MESA 1,{138.0},1,1.074123,Franklin,Washington
POINT (-119.1478 46.9002),OTHELLO,{138.0},1,1.074008,Adams,Washington
POINT (-119.1459 46.1558),KENNEWICK 2,{138.0},1,1.069839,Benton,Washington
POINT (-119.154 46.2059),KENNEWICK 3,{138.0},2,1.056868,Benton,Washington
POINT (-119.0343 46.119),KENNEWICK 4,{138.0},1,1.069756,Benton,Washington
POINT (-119.0344 46.1418),KENNEWICK 5,{138.0},1,1.067769,Benton,Washington
POINT (-119.0652 46.9803),WARDEN,{138.0},1,1.076751,Grant,Washington
POINT (-118.8555 46.3067),PASCO 1,{138.0},2,1.071189,Franklin,Washington
POINT (-119.0328 46.4504),PASCO 2,{138.0},1,1.070821,Franklin,Washington
POINT (-118.9081 48.0642),COULEE DAM,{138.0},3,1.084924,Okanogan,Washington
POINT (-118.9726 46.236),BURBANK 1,{138.0},1,1.065451,Walla Walla,Washington
POINT (-118.8332 46.6152),CONNELL,{138.0},1,1.079206,Franklin,Washington
POINT (-118.7253 48.5237),REPUBLIC,{138.0},2,1.071447,Ferry,Washington
POINT (-118.472 46.0608),COLLEGE PLACE,{138.0},1,1.085402,Walla Walla,Washington
POINT (-118.4313 47.1453),RITZVILLE,{138.0},1,1.094372,Adams,Washington
POINT (-118.2452 47.603),DAVENPORT,{138.0},2,1.083485,Lincoln,Washington
POINT (-118.0559 48.6381),KETTLE FALLS 1,{138.0},3,1.087329,Stevens,Washington
POINT (-117.7676 46.2473),DAYTON 1,{138.0},2,1.084611,Columbia,Washington
POINT (-117.9373 48.0408),SPRINGDALE,{138.0},1,1.074346,Stevens,Washington
POINT (-117.7823 48.5904),COLVILLE,{138.0},1,1.082037,Stevens,Washington
POINT (-117.6948 47.5223),MEDICAL LAKE,{138.0},1,1.066968,Spokane,Washington
POINT (-117.6143 48.3264),CHEWELAH,{138.0},1,1.076065,Stevens,Washington
POINT (-117.5949 47.448),CHENEY,{138.0},1,1.065817,Spokane,Washington
POINT (-117.6257 47.8176),NINE MILE FALLS 1,{138.0},2,1.05434,Spokane,Washington
POINT (-117.5665 47.6986),SPOKANE 1,{138.0},1,1.066898,Spokane,Washington
POINT (-117.55 48.0336),DEER PARK,{138.0},1,1.070235,Stevens,Washington
POINT (-117.4311 47.7976),SPOKANE 2,{138.0},1,1.044052,Spokane,Washington
POINT (-117.4235 47.7576),SPOKANE 3,{138.0},2,1.046647,Spokane,Washington
POINT (-117.4136 47.6004),SPOKANE 4,{138.0},1,1.089646,Spokane,Washington
POINT (-117.4883 47.7045),SPOKANE 5,{138.0},2,1.056849,Spokane,Washington
POINT (-117.3749 47.7299),SPOKANE 6,{138.0},1,1.05698,Spokane,Washington
POINT (-117.4607 47.6011),SPOKANE 7,{138.0},3,1.090384,Spokane,Washington
POINT (-117.4354 46.8793),COLFAX 1,{138.0},2,1.079271,Whitman,Washington
POINT (-117.4281 47.8353),SPOKANE 8,{138.0},1,1.047471,Spokane,Washington
POINT (-117.3419 47.5865),SPOKANE 9,{138.0},1,1.092387,Spokane,Washington
POINT (-117.3615 47.6851),SPOKANE 10,{138.0},1,1.090623,Spokane,Washington
POINT (-117.3856 47.7601),SPOKANE 11,{138.0},1,1.049837,Spokane,Washington
POINT (-117.3667 47.6639),SPOKANE 12,{138.0},1,1.089942,Spokane,Washington
POINT (-117.3097 47.8809),COLBERT,{138.0},1,1.054775,Spokane,Washington
POINT (-117.2631 47.5957),SPOKANE 13,{138.0},2,1.08799,Spokane,Washington
POINT (-117.3215 47.5037),SPOKANE 14,{138.0},2,1.091287,Spokane,Washington
POINT (-117.2908 47.6871),SPOKANE 15,{138.0},1,1.060979,Spokane,Washington
POINT (-117.2967 48.0173),CHATTAROY,{138.0},1,1.059942,Spokane,Washington
POINT (-117.2837 46.3546),CLARKSTON 1,{138.0},1,1.078876,Asotin,Washington
POINT (-117.2931 47.7636),SPOKANE 16,{138.0},1,1.057151,Spokane,Washington
POINT (-117.303 47.5894),SPOKANE 17,"{345.0, 138.0}",4,1.069363,Spokane,Washington
POINT (-117.3096 47.7083),SPOKANE 18,{138.0},1,1.058296,Spokane,Washington
POINT (-117.3246 48.1135),ELK,{138.0},2,1.064887,Pend Oreille,Washington
POINT (-117.2583 47.7363),SPOKANE 19,{138.0},1,1.066885,Spokane,Washington
POINT (-117.3146 46.6533),PULLMAN 1,{138.0},1,1.076635,Whitman,Washington
POINT (-117.1711 46.6335),PULLMAN 2,{138.0},1,1.065943,Whitman,Washington
POINT (-117.1952 47.6369),VERADALE,{138.0},1,1.076426,Spokane,Washington
POINT (-117.1476 48.1673),NEWPORT 1,{138.0},1,1.079795,Pend Oreille,Washington
POINT (-117.1388 47.9256),MEAD,{138.0},1,1.065697,Spokane,Washington
POINT (-117.2179 47.7108),OTIS ORCHARDS,{138.0},2,1.065551,Spokane,Washington
POINT (-117.0301 47.5149),GREENACRES,{138.0},2,1.071186,Kootenai,Idaho
POINT (-117.0884 47.6862),LIBERTY LAKE,{138.0},1,1.074541,Spokane,Washington
POINT (-117.133 47.7501),NEWMAN LAKE,{138.0},1,1.064504,Spokane,Washington
POINT (-119.908 46.6451),MATTAWA 2,"{138.0, 13.8, 13.2, 18.0, 20.0, 24.0, 345.0, 765.0}",10,1.05724,Grant,Washington
POINT (-120.3475 45.8131),ROOSEVELT 1,"{138.0, 13.8}",3,1.036192,Klickitat,Washington
POINT (-122.1097 46.4661),RANDLE,"{1.0, 138.0, 13.2}",4,1.048789,Lewis,Washington
POINT (-120.6872 47.1356),CLE ELUM 2,"{345.0, 138.0, 13.8}",5,1.074103,Kittitas,Washington
POINT (-120.8072 45.8797),GOLDENDALE 2,"{138.0, 18.0}",5,1.054041,Klickitat,Washington
POINT (-120.2953 47.5336),WENATCHEE 3,"{138.0, 13.8, 18.0, 345.0, 765.0}",10,1.07208,Chelan,Washington
POINT (-120.0917 47.3461),WENATCHEE 4,"{1.0, 138.0, 13.8, 18.0, 20.0, 22.0, 345.0, 765.0}",11,1.058945,Douglas,Washington
POINT (-121.8144 47.9084),SULTAN 2,"{345.0, 138.0}",2,1.075257,Snohomish,Washington
POINT (-123.1603 47.3698),SHELTON 3,"{345.0, 138.0, 13.8, 1.0}",4,1.069669,Mason,Washington
POINT (-122.3657 47.0861),TACOMA 19,"{138.0, 13.8, 24.0, 345.0, 765.0}",5,1.065304,Pierce,Washington
POINT (-122.2017 46.0608),COUGAR 1,"{138.0, 13.8, 20.0, 22.0, 345.0, 765.0}",6,1.040208,Skamania,Washington
POINT (-120.1819 46.9547),ELLENSBURG 3,"{138.0, 18.0}",2,1.084212,Kittitas,Washington
POINT (-119.6404 47.9951),BRIDGEPORT,"{138.0, 13.8, 22.0, 345.0, 765.0}",9,1.082549,Douglas,Washington
POINT (-122.5885 46.5035),SILVER CREEK 1,"{345.0, 138.0}",2,1.04538,Lewis,Washington
POINT (-121.7407 48.5478),CONCRETE 1,"{345.0, 138.0}",2,1.068808,Skagit,Washington
POINT (-122.4056 45.5847),CAMAS 3,"{345.0, 138.0}",6,1.021823,Clark,Washington
POINT (-118.0269 46.4211),DAYTON 2,"{345.0, 138.0, 13.8}",3,1.085423,Columbia,Washington
POINT (-121.2086 48.6981),ROCKPORT 1,"{345.0, 138.0, 18.0, 13.8}",6,1.068822,Whatcom,Washington
POINT (-122.4331 48.4481),MOUNT VERNON 4,"{138.0, 18.0}",3,1.088567,Skagit,Washington
POINT (-117.4206 47.6536),SPOKANE 20,{138.0},3,1.090288,Spokane,Washington
POINT (-122.9184 46.1039),LONGVIEW 3,"{138.0, 18.0, 13.8}",3,1.019177,Cowlitz,Washington
POINT (-122.486 48.746),BELLINGHAM 7,"{345.0, 138.0}",5,1.063831,Whatcom,Washington
POINT (-117.3644 47.1558),ROSALIA,"{345.0, 138.0, 20.0}",5,1.068626,Whitman,Washington
POINT (-122.56 48.4708),ANACORTES 2,"{138.0, 13.8, 18.0, 22.0, 345.0}",6,1.079734,Skagit,Washington
POINT (-120.5212 45.7818),GOLDENDALE 3,{138.0},1,1.064013,Klickitat,Washington
POINT (-121.6878 47.4446),KIRKLAND 5,"{1.0, 138.0, 13.8}",4,1.084329,King,Washington
POINT (-121.1317 48.7139),ROCKPORT 2,"{138.0, 13.8}",3,1.077983,Whatcom,Washington
POINT (-119.3339 46.4711),RICHLAND 4,"{345.0, 138.0, 13.8, 765.0}",5,1.077658,Benton,Washington
POINT (-122.3355 45.9628),AMBOY,"{345.0, 138.0, 22.0, 1.0}",4,1.027303,Clark,Washington
POINT (-118.1111 48.6203),KETTLE FALLS 2,"{345.0, 138.0}",3,1.092491,Stevens,Washington
POINT (-120.2355 45.9215),BICKLETON 1,"{138.0, 13.8}",4,1.066701,Klickitat,Washington
POINT (-117.4294 46.6595),POMEROY 1,"{1.0, 138.0, 13.8, 18.0, 20.0, 22.0, 24.0, 345.0, 765.0}",12,1.091067,Whitman,Washington
POINT (-122.365 47.0797),TACOMA 20,{138.0},2,1.066489,Pierce,Washington
POINT (-122.4283 47.2661),TACOMA 21,"{345.0, 138.0, 18.0, 1.0}",4,1.064169,Pierce,Washington
POINT (-122.3196 46.8328),LAKEBAY 2,"{345.0, 138.0}",2,1.049807,Pierce,Washington
POINT (-118.8798 46.2498),BURBANK 2,"{138.0, 13.8, 18.0, 24.0, 345.0, 765.0}",12,1.077749,Walla Walla,Washington
POINT (-122.8598 46.7559),CENTRALIA 2,"{345.0, 138.0, 13.8, 765.0}",6,1.065961,Lewis,Washington
POINT (-122.4247 46.5347),SILVER CREEK 2,"{345.0, 138.0, 18.0, 13.8}",4,1.018506,Lewis,Washington
POINT (-121.7819 47.4193),NORTH BEND 2,"{138.0, 18.0}",2,1.057652,King,Washington
POINT (-117.5372 47.7697),NINE MILE FALLS 2,"{138.0, 22.0}",2,1.069913,Spokane,Washington
POINT (-117.3705 47.7351),SPOKANE 21,"{345.0, 138.0, 13.8}",3,1.068474,Spokane,Washington
POINT (-120.0133 47.8347),WENATCHEE 5,{138.0},1,1.086139,Chelan,Washington
POINT (-118.0273 46.5838),DAYTON 3,"{1.0, 138.0, 13.8, 18.0, 22.0, 345.0, 765.0}",13,1.093012,Columbia,Washington
POINT (-122.2733 48.9905),SUMAS,"{345.0, 138.0, 18.0, 13.8}",5,1.057047,Whatcom,Washington
POINT (-122.4358 48.4558),BURLINGTON 2,"{138.0, 13.2, 13.8, 18.0, 345.0, 765.0}",7,1.072211,Skagit,Washington
POINT (-119.2917 47.5025),COULEE CITY 1,"{345.0, 138.0, 13.8}",4,1.083463,Grant,Washington
POINT (-120.3039 45.9192),BICKLETON 2,"{138.0, 13.8}",2,1.058847,Klickitat,Washington
POINT (-119.9703 46.8731),BEVERLY,"{138.0, 13.2, 13.8, 18.0, 24.0, 345.0, 765.0}",11,1.07149,Kittitas,Washington
POINT (-121.0679 48.7326),ROCKPORT 3,"{138.0, 13.8, 18.0, 22.0, 345.0, 765.0}",7,1.068817,Whatcom,Washington
POINT (-122.6861 48.8288),BLAINE 2,{138.0},1,1.052521,Whatcom,Washington
POINT (-121.7833 47.6992),NORTH BEND 3,"{138.0, 18.0}",4,1.079722,King,Washington
POINT (-122.9131 46.6225),CHEHALIS 2,"{345.0, 138.0, 13.8}",5,1.048427,Lewis,Washington
POINT (-120.7836 45.7442),GOLDENDALE 4,{138.0},1,1.060648,Klickitat,Washington
POINT (-122.2594 46.0594),COUGAR 2,{138.0},3,1.037619,Cowlitz,Washington
POINT (-123.7739 46.9728),ABERDEEN 2,"{138.0, 18.0, 13.8}",4,1.074121,Grays Harbor,Washington
POINT (-118.5397 46.5635),KAHLOTUS,"{138.0, 13.8, 18.0, 24.0, 345.0, 765.0}",9,1.087298,Franklin,Washington
POINT (-121.8414 47.5445),FALL CITY 2,"{138.0, 18.0}",3,1.078255,King,Washington
POINT (-122.5544 45.9567),ARIEL,"{345.0, 138.0, 13.8}",4,1.028557,Clark,Washington
POINT (-120.8339 45.7269),CENTERVILLE 1,"{345.0, 138.0, 20.0}",4,1.043428,Klickitat,Washington
POINT (-117.8217 46.5242),POMEROY 2,"{1.0, 138.0, 13.8, 18.0, 345.0}",5,1.093031,Garfield,Washington
POINT (-121.5694 46.5958),PACKWOOD,{138.0},2,1.066428,Lewis,Washington
POINT (-117.5042 47.6263),SPOKANE 22,"{138.0, 13.8}",2,1.092575,Spokane,Washington
POINT (-117.8361 47.8344),FORD 1,"{345.0, 138.0, 18.0}",4,1.078981,Lincoln,Washington
POINT (-119.0964 46.0958),KENNEWICK 6,"{345.0, 138.0, 13.8, 1.0}",5,1.075655,Benton,Washington
POINT (-120.2065 47.0363),ELLENSBURG 4,"{345.0, 138.0, 13.8, 22.0}",4,1.077996,Kittitas,Washington
POINT (-120.2896 45.8877),BICKLETON 3,"{345.0, 138.0, 13.8}",3,1.055981,Klickitat,Washington
POINT (-123.48 46.9692),ELMA 2,"{138.0, 18.0, 20.0, 22.0, 345.0, 765.0}",6,1.073107,Grays Harbor,Washington
POINT (-117.4183 48.7809),IONE 1,"{138.0, 18.0, 13.8}",5,1.092686,Pend Oreille,Washington
POINT (-122.3102 46.8016),LAKEBAY 3,"{138.0, 18.0}",3,1.052714,Thurston,Washington
POINT (-120.833 45.8114),GOLDENDALE 5,"{1.0, 138.0, 13.8, 20.0, 345.0, 765.0}",7,1.051366,Klickitat,Washington
POINT (-123.2252 47.4181),SHELTON 4,"{24.0, 138.0, 18.0}",4,1.049547,Mason,Washington
POINT (-118.9773 47.9575),GRAND COULEE,"{138.0, 13.8, 18.0, 20.0, 22.0, 345.0, 765.0}",16,1.08518,Okanogan,Washington
POINT (-122.6867 48.8288),FERNDALE 2,"{1.0, 138.0, 13.8, 13.2, 18.0, 24.0, 345.0}",8,1.06408,Whatcom,Washington
POINT (-122.9728 46.1236),LONGVIEW 4,{138.0},2,1.020228,Cowlitz,Washington
POINT (-121.6907 48.649),CONCRETE 2,{138.0},1,1.062405,Whatcom,Washington
POINT (-117.3478 48.9871),METALINE FALLS,"{138.0, 13.8, 18.0, 22.0, 345.0, 765.0}",9,1.084222,Pend Oreille,Washington
POINT (-119.2992 47.6164),COULEE CITY 2,{138.0},1,1.083504,Grant,Washington
POINT (-122.7256 45.6497),VANCOUVER 18,"{345.0, 138.0, 13.8}",3,1.019325,Clark,Washington
POINT (-117.8331 46.4211),DAYTON 4,"{138.0, 18.0, 20.0}",3,1.08625,Columbia,Washington
POINT (-117.9167 47.8217),FORD 2,{138.0},2,1.075478,Lincoln,Washington
POINT (-117.7772 46.3747),DAYTON 5,"{1.0, 138.0, 13.8, 18.0, 345.0}",6,1.089862,Columbia,Washington
POINT (-119.1139 46.3069),PASCO 3,{138.0},1,1.063456,Franklin,Washington
POINT (-118.917 46.06),TOUCHET,"{345.0, 138.0, 13.8}",4,1.083416,Walla Walla,Washington
POINT (-120.3419 45.8155),ROOSEVELT 2,"{345.0, 138.0, 13.8}",3,1.056286,Klickitat,Washington
POINT (-122.9855 46.1388),LONGVIEW 5,"{345.0, 138.0, 18.0, 13.8}",4,1.024031,Cowlitz,Washington
POINT (-119.8653 47.9469),PATEROS,"{138.0, 13.8, 24.0, 345.0, 765.0}",9,1.083031,Chelan,Washington
POINT (-124.3092 43.1141),BANDON,{138.0},1,1.065956,Coos,Oregon
POINT (-124.245 42.7958),PORT ORFORD,{138.0},1,1.06897,Curry,Oregon
POINT (-124.2773 42.5352),GOLD BEACH,{138.0},2,1.071167,Curry,Oregon
POINT (-124.1191 43.5655),NORTH BEND 4,{138.0},1,1.056934,Coos,Oregon
POINT (-124.1252 42.1441),BROOKINGS,{138.0},2,1.061265,Curry,Oregon
POINT (-124.1199 43.2667),COQUILLE,{138.0},2,1.064442,Coos,Oregon
POINT (-124.0933 43.3603),COOS BAY 1,"{345.0, 138.0}",2,1.066479,Coos,Oregon
POINT (-124.1488 43.4329),COOS BAY 2,{138.0},2,1.068305,Coos,Oregon
POINT (-124.0548 44.1582),FLORENCE 1,{138.0},1,1.038586,Lane,Oregon
POINT (-123.9759 44.7568),NEWPORT 2,{138.0},2,1.047424,Lincoln,Oregon
POINT (-123.9121 43.1212),MYRTLE POINT,{138.0},1,1.060496,Coos,Oregon
POINT (-124.0416 44.8721),LINCOLN CITY,{138.0},2,1.045205,Lincoln,Oregon
POINT (-123.9617 46.2056),WARRENTON,{138.0},1,1.02654,Clatsop,Oregon
POINT (-123.8791 44.4494),WALDPORT,{138.0},1,1.048694,Lincoln,Oregon
POINT (-123.883 45.1142),OTIS,{138.0},1,1.041325,Tillamook,Oregon
POINT (-123.9767 44.7009),TOLEDO 1,{138.0},1,1.048505,Lincoln,Oregon
POINT (-123.7872 45.3609),CLOVERDALE 1,{138.0},1,1.032179,Tillamook,Oregon
POINT (-123.8249 43.9044),REEDSPORT,{138.0},2,1.0455,Douglas,Oregon
POINT (-123.914 45.6578),NEHALEM,{138.0},1,1.035785,Tillamook,Oregon
POINT (-123.7279 45.5991),TILLAMOOK,{138.0},2,1.03451,Tillamook,Oregon
POINT (-123.6752 46.2102),ASTORIA,{138.0},1,1.024621,Clatsop,Oregon
POINT (-123.4965 45.9124),SEASIDE 1,{138.0},1,1.023544,Clatsop,Oregon
POINT (-123.5602 42.0675),CAVE JUNCTION,{138.0},3,1.08348,Josephine,Oregon
POINT (-123.5816 45.0801),WILLAMINA,{138.0},1,1.0465,Yamhill,Oregon
POINT (-123.6091 42.627),MERLIN,{138.0},1,1.1,Josephine,Oregon
POINT (-123.4224 43.2085),ROSEBURG 1,{138.0},1,1.056281,Douglas,Oregon
POINT (-123.4355 43.2385),ROSEBURG 2,{138.0},2,1.055421,Douglas,Oregon
POINT (-123.571 43.119),WINSTON,{138.0},1,1.095751,Douglas,Oregon
POINT (-123.5347 44.6094),PHILOMATH,{138.0},3,1.026608,Benton,Oregon
POINT (-123.445 42.8203),RIDDLE,{138.0},3,1.092947,Douglas,Oregon
POINT (-123.3732 45.0786),SHERIDAN 1,{138.0},2,1.052148,Yamhill,Oregon
POINT (-123.3144 42.4166),GRANTS PASS 1,{138.0},2,1.087868,Josephine,Oregon
POINT (-123.449 42.4573),GRANTS PASS 2,{138.0},2,1.091749,Josephine,Oregon
POINT (-123.338 43.9869),VENETA,{138.0},2,1.046788,Lane,Oregon
POINT (-123.451 44.2451),MONROE 3,{138.0},1,1.042633,Lane,Oregon
POINT (-123.2742 44.8767),DALLAS,{138.0},1,1.029956,Polk,Oregon
POINT (-123.3778 44.7378),MONMOUTH,{138.0},2,1.015187,Polk,Oregon
POINT (-123.2971 42.555),GRANTS PASS 3,"{345.0, 138.0}",2,1.072326,Josephine,Oregon
POINT (-123.379 42.5809),GRANTS PASS 4,{138.0},1,1.094107,Josephine,Oregon
POINT (-123.2639 43.5903),DRAIN,{138.0},1,1.052304,Douglas,Oregon
POINT (-123.3837 44.5588),CORVALLIS 1,{138.0},2,1.007537,Benton,Oregon
POINT (-123.2123 45.2669),MCMINNVILLE 1,{138.0},1,1.037125,Yamhill,Oregon
POINT (-123.2186 45.1164),MCMINNVILLE 2,{138.0},1,1.0257,Yamhill,Oregon
POINT (-123.3027 44.2009),JUNCTION CITY,{138.0},1,1.033771,Lane,Oregon
POINT (-123.1882 46.114),CLATSKANIE 1,{138.0},1,1.026245,Columbia,Oregon
POINT (-123.3244 44.7014),CORVALLIS 2,{138.0},1,1.01888,Benton,Oregon
POINT (-123.2459 44.6189),CORVALLIS 3,{138.0},1,1.004718,Benton,Oregon
POINT (-123.2622 43.3399),ROSEBURG 3,"{1.0, 138.0, 20.0}",4,1.067881,Douglas,Oregon
POINT (-123.1838 45.8409),VERNONIA,{138.0},1,1.026016,Columbia,Oregon
POINT (-123.3002 44.086),EUGENE 1,{138.0},1,1.032765,Lane,Oregon
POINT (-123.2197 43.9613),EUGENE 2,"{345.0, 138.0}",2,1.06062,Lane,Oregon
POINT (-123.2781 42.9845),MYRTLE CREEK,{138.0},2,1.093814,Douglas,Oregon
POINT (-123.2452 43.4033),SUTHERLIN,{138.0},1,1.059951,Douglas,Oregon
POINT (-123.2466 45.4803),GASTON,{138.0},1,1.031674,Washington,Oregon
POINT (-123.2478 43.8513),EUGENE 3,{138.0},1,1.044073,Lane,Oregon
POINT (-123.2629 44.0216),EUGENE 4,{138.0},1,1.051456,Lane,Oregon
POINT (-123.0783 45.4992),FOREST GROVE,{138.0},2,1.016519,Washington,Oregon
POINT (-123.1316 44.7405),ALBANY 1,"{345.0, 138.0, 13.8, 1.0}",4,1.01584,Linn,Oregon
POINT (-123.223 42.5653),ROGUE RIVER,{138.0},2,1.092721,Jackson,Oregon
POINT (-123.2346 44.89),INDEPENDENCE,{138.0},1,1.03739,Polk,Oregon
POINT (-123.1562 44.1554),EUGENE 5,{138.0},2,1.036728,Lane,Oregon
POINT (-123.1398 44.1049),EUGENE 6,{138.0},1,1.035821,Lane,Oregon
POINT (-123.1901 45.627),BANKS,{138.0},1,1.020745,Washington,Oregon
POINT (-123.1074 45.0728),SALEM 1,{138.0},1,1.026152,Polk,Oregon
POINT (-123.0217 44.9707),SALEM 2,{138.0},1,1.023676,Marion,Oregon
POINT (-123.133 44.7515),SALEM 3,{138.0},1,1.013479,Linn,Oregon
POINT (-123.0988 44.7599),SALEM 4,{138.0},1,1.015582,Marion,Oregon
POINT (-122.9864 44.1049),EUGENE 7,{138.0},1,1.041882,Lane,Oregon
POINT (-123.1008 44.052),EUGENE 8,{138.0},2,1.038429,Lane,Oregon
POINT (-123.1419 45.2576),DAYTON 6,{138.0},1,1.038692,Yamhill,Oregon
POINT (-123.074 44.8875),SALEM 5,{138.0},1,1.062251,Marion,Oregon
POINT (-123.1587 44.9694),SALEM 6,{138.0},1,1.050901,Polk,Oregon
POINT (-123.0653 42.4264),GOLD HILL,{138.0},2,1.078237,Jackson,Oregon
POINT (-123.0913 44.1243),EUGENE 9,{138.0},1,1.036435,Lane,Oregon
