wkt,flow capacity,pf,qf,pt,qt,kilovolt,line_name,srouce,target,actual flow,loading percent
"LINESTRING (-122.6138 47.5032, -122.6138 47.5032)",10000.0,33.232484,4.20098,-33.23,-4.19,138.0,PORT ORCHARD 1 -- PORT ORCHARD 1,PORT ORCHARD 1,PORT ORCHARD 1,33.232484,0.33232484
"LINESTRING (-122.6138 47.5032, -122.6219 47.5231)",258.98,-148.562091,-33.927012,148.889567,35.471096,138.0,PORT ORCHARD 1 -- BREMERTON 5,BREMERTON 5,PORT ORCHARD 1,148.562091,57.36431037145725
"LINESTRING (-122.6138 47.5032, -122.665 47.498)",223.8,37.238267,29.880078,-37.196231,-30.328383,138.0,PORT ORCHARD 1 -- OLALLA,PORT ORCHARD 1,OLALLA,37.238267,16.639082663092044
"LINESTRING (-122.6138 47.5032, -122.5045 47.6876)",212.33,78.091341,-0.154046,-77.808289,-2.548653,138.0,PORT ORCHARD 1 -- SEATTLE 1,PORT ORCHARD 1,SEATTLE 1,78.091341,36.77828898412848
"LINESTRING (-122.6216 47.4023, -122.6453 47.4467)",189.9,3.003209,-3.212809,-3.002694,2.672035,138.0,PORT ORCHARD 2 -- GIG HARBOR 3,PORT ORCHARD 2,GIG HARBOR 3,3.003209,1.5814686677198524
"LINESTRING (-122.6216 47.4023, -122.665 47.498)",172.91,5.509441,-8.72552,-5.503303,7.383771,138.0,PORT ORCHARD 2 -- OLALLA,PORT ORCHARD 2,OLALLA,5.509441,3.1863055925047714
"LINESTRING (-122.6865 45.8363, -122.6659 45.8584)",248.05,79.31621,-16.281347,-79.245535,16.304205,138.0,RIDGEFIELD -- LA CENTER,RIDGEFIELD,LA CENTER,79.31621,31.97589598871195
"LINESTRING (-122.6865 45.8363, -122.5291 45.8824)",214.01,-29.847548,7.962229,29.87923,-10.851446,138.0,RIDGEFIELD -- BATTLE GROUND 2,BATTLE GROUND 2,RIDGEFIELD,29.847548,13.94680061679361
"LINESTRING (-122.6865 45.8363, -122.5544 45.9567)",249.45,-87.138662,3.619118,87.354914,-7.125371,138.0,RIDGEFIELD -- ARIEL,ARIEL,RIDGEFIELD,87.138662,34.93231589496893
"LINESTRING (-122.6517 45.7159, -122.6399 45.6566)",229.01,45.556673,-18.506565,-45.495422,17.9489,138.0,VANCOUVER 2 -- VANCOUVER 11,VANCOUVER 2,VANCOUVER 11,45.556673,19.892874983625173
"LINESTRING (-122.6517 45.7159, -122.4243 45.763)",235.88,-58.780102,16.660125,58.97144,-18.790319,138.0,VANCOUVER 2 -- BATTLE GROUND 1,BATTLE GROUND 1,VANCOUVER 2,58.780102,24.919493810412074
"LINESTRING (-122.7746 45.6572, -123.0515 45.4409)",218.69,36.7386,10.596806,-36.60608,-12.709131,138.0,VANCOUVER 3 -- HILLSBORO 1,VANCOUVER 3,HILLSBORO 1,36.7386,16.799396405871324
"LINESTRING (-122.7746 45.6572, -122.8864 45.8141)",258.14,-93.509404,47.308335,93.864771,-52.013316,138.0,VANCOUVER 3 -- SCAPPOOSE,SCAPPOOSE,VANCOUVER 3,93.509404,36.22429844270551
"LINESTRING (-122.7746 45.6572, -122.8131 45.6164)",234.34,56.969571,-21.820074,-56.826904,21.98267,138.0,VANCOUVER 3 -- BEAVERTON 4,VANCOUVER 3,BEAVERTON 4,56.969571,24.31064735000427
"LINESTRING (-122.7746 45.6572, -122.8985 45.6271)",217.58,36.503016,-7.202741,-36.45782,5.449815,138.0,VANCOUVER 3 -- PORTLAND 2,VANCOUVER 3,PORTLAND 2,36.503016,16.776825075834175
"LINESTRING (-122.7746 45.6572, -122.722 45.6788)",233.12,-68.161784,-40.042326,68.314344,40.189599,138.0,VANCOUVER 3 -- PORTLAND 24,PORTLAND 24,VANCOUVER 3,68.161784,29.23892587508579
"LINESTRING (-122.6704 47.3081, -122.6704 47.3081)",10000.0,-18.020616,-4.433187,18.021311,4.436419,138.0,STEILACOOM -- STEILACOOM,STEILACOOM,STEILACOOM,18.020616,0.18020616
"LINESTRING (-122.6704 47.3081, -122.6704 47.3081)",10000.0,18.020616,4.433187,-18.02,-4.43,138.0,STEILACOOM -- STEILACOOM,STEILACOOM,STEILACOOM,18.020616,0.18020616
"LINESTRING (-122.6704 47.3081, -122.7192 47.2477)",168.25,-3.33229,3.497509,3.332988,-4.808626,138.0,STEILACOOM -- GIG HARBOR 2,GIG HARBOR 2,STEILACOOM,3.33229,1.980558692421991
"LINESTRING (-122.6704 47.3081, -123.2252 47.4181)",241.84,-67.631679,-0.80921,68.004897,-7.059582,138.0,STEILACOOM -- SHELTON 4,SHELTON 4,STEILACOOM,67.631679,27.965464356599405
"LINESTRING (-122.5679 46.0356, -122.5544 45.9567)",240.32,-67.743287,9.233724,67.977892,-8.981216,138.0,WOODLAND 1 -- ARIEL,ARIEL,WOODLAND 1,67.743287,28.188784537283624
"LINESTRING (-122.665 47.1074, -122.665 47.1074)",10000.0,-19.84,-5.6,19.841127,5.604402,138.0,DUPONT -- DUPONT,DUPONT,DUPONT,19.84,0.19840000000000002
"LINESTRING (-122.665 47.1074, -122.6066 47.0621)",214.82,32.428953,-12.5715,-32.410437,11.012542,138.0,DUPONT -- LAKEWOOD 2,DUPONT,LAKEWOOD 2,32.428953,15.095872358253423
"LINESTRING (-122.6584 45.5909, -122.6584 45.5909)",10000.0,-33.883057,-8.282964,33.885478,8.294645,138.0,VANCOUVER 4 -- VANCOUVER 4,VANCOUVER 4,VANCOUVER 4,33.883057,0.33883057
"LINESTRING (-122.6584 45.5909, -122.6584 45.5909)",10000.0,33.883057,8.282964,-33.88,-8.27,138.0,VANCOUVER 4 -- VANCOUVER 4,VANCOUVER 4,VANCOUVER 4,33.883057,0.33883057
"LINESTRING (-122.6584 45.5909, -122.7073 45.5781)",194.26,20.167543,-4.139576,-20.162265,3.139738,138.0,VANCOUVER 4 -- PORTLAND 12,VANCOUVER 4,PORTLAND 12,20.167543,10.381727066817668
"LINESTRING (-122.6584 45.5909, -122.6651 45.5726)",212.88,-33.318732,-6.173324,33.335401,5.943988,138.0,VANCOUVER 4 -- PORTLAND 32,PORTLAND 32,VANCOUVER 4,33.318732,15.651414881623449
"LINESTRING (-122.6584 45.5909, -122.6477 45.5992)",194.85,-20.734288,2.018255,20.736702,-2.208414,138.0,VANCOUVER 4 -- PORTLAND 37,PORTLAND 37,VANCOUVER 4,20.734288,10.641153707980498
"LINESTRING (-122.6151 45.6377, -122.6151 45.6377)",10000.0,57.749882,17.134957,-57.74,-17.1,138.0,VANCOUVER 5 -- VANCOUVER 5,VANCOUVER 5,VANCOUVER 5,57.749882,0.57749882
"LINESTRING (-122.6151 45.6377, -122.6151 45.6377)",10000.0,-57.749882,-17.134957,57.758352,17.172603,138.0,VANCOUVER 5 -- VANCOUVER 5,VANCOUVER 5,VANCOUVER 5,57.749882,0.57749882
"LINESTRING (-122.6151 45.6377, -122.606 45.638)",209.77,-27.871889,0.390922,27.874256,-0.550106,138.0,VANCOUVER 5 -- VANCOUVER 8,VANCOUVER 8,VANCOUVER 5,27.871889,13.286880392811174
"LINESTRING (-122.6151 45.6377, -122.6399 45.6566)",143.75,6.773882,42.475157,-6.754578,-42.6689,138.0,VANCOUVER 5 -- VANCOUVER 11,VANCOUVER 5,VANCOUVER 11,6.773882,4.712265739130435
"LINESTRING (-122.6151 45.6377, -122.6238 45.5869)",211.98,-36.660345,-60.038681,36.744729,59.232299,138.0,VANCOUVER 5 -- PORTLAND 21,PORTLAND 21,VANCOUVER 5,36.660345,17.294247098782904
"LINESTRING (-122.6924 48.5919, -122.474 48.6497)",212.58,-87.65532,-12.803739,88.112753,14.597574,138.0,ANACORTES 1 -- BELLINGHAM 5,BELLINGHAM 5,ANACORTES 1,87.65532,41.23403895004233
"LINESTRING (-122.5807 48.1206, -122.5807 48.1206)",10000.0,-26.95,-1.82,26.951349,1.827449,138.0,COUPEVILLE -- COUPEVILLE,COUPEVILLE,COUPEVILLE,26.95,0.2695
"LINESTRING (-122.5807 48.1206, -122.5807 48.1206)",10000.0,0.0,-0.0,0.0,-0.0,138.0,COUPEVILLE -- COUPEVILLE,COUPEVILLE,COUPEVILLE,0.0,0.0
"LINESTRING (-122.5807 48.1206, -122.6076 48.209)",249.27,-159.938018,15.232472,161.005367,-11.236733,138.0,COUPEVILLE -- CAMANO ISLAND,CAMANO ISLAND,COUPEVILLE,159.938018,64.16256188069161
"LINESTRING (-122.5807 48.1206, -122.5068 48.012)",235.31,132.986669,-17.059921,-132.300854,18.967916,138.0,COUPEVILLE -- LANGLEY,COUPEVILLE,LANGLEY,132.986669,56.5155195274319
"LINESTRING (-122.6511 46.6517, -122.6511 46.6517)",10000.0,-12.48,-4.31,12.48035,4.311731,138.0,ONALASKA -- ONALASKA,ONALASKA,ONALASKA,12.48,0.1248
"LINESTRING (-122.6511 46.6517, -122.3709 46.4722)",236.86,-66.267662,7.492514,66.593538,-9.229802,138.0,ONALASKA -- MOSSYROCK,MOSSYROCK,ONALASKA,66.267662,27.977565650595288
"LINESTRING (-122.703 47.7207, -122.703 47.7207)",10000.0,31.062254,13.541262,-31.06,-13.53,138.0,BREMERTON 3 -- BREMERTON 3,BREMERTON 3,BREMERTON 3,31.062254,0.31062254
"LINESTRING (-122.703 47.7207, -122.6219 47.5231)",216.3,-42.220419,-46.663945,42.337913,38.153363,138.0,BREMERTON 3 -- BREMERTON 5,BREMERTON 5,BREMERTON 3,42.220419,19.51938002773925
"LINESTRING (-122.6417 47.5662, -122.6219 47.5231)",234.53,-42.04524,-51.66393,42.186096,51.745353,138.0,BREMERTON 4 -- BREMERTON 5,BREMERTON 5,BREMERTON 4,42.04524,17.927446382125954
"LINESTRING (-122.6417 47.5662, -122.6684 47.5868)",212.47,10.98524,39.92393,-10.959247,-40.107232,138.0,BREMERTON 4 -- PORT ORCHARD 3,BREMERTON 4,PORT ORCHARD 3,10.98524,5.170254624182237
"LINESTRING (-122.6297 48.2781, -122.5352 48.2395)",188.83,2.877762,-0.411283,-2.87754,-0.576557,138.0,OAK HARBOR 1 -- OAK HARBOR 2,OAK HARBOR 1,OAK HARBOR 2,2.877762,1.5239961870465497
"LINESTRING (-122.6297 48.2781, -122.2856 48.0627)",221.58,45.031798,4.459747,-44.890999,-12.353138,138.0,OAK HARBOR 1 -- EVERETT 5,OAK HARBOR 1,EVERETT 5,45.031798,20.32304269338388
"LINESTRING (-122.6297 48.2781, -122.56 48.4708)",245.76,-95.84956,-9.438464,96.597237,10.84609,138.0,OAK HARBOR 1 -- ANACORTES 2,ANACORTES 2,OAK HARBOR 1,95.84956,39.001285807291666
"LINESTRING (-122.5352 48.2395, -122.5352 48.2395)",577.61,215.010667,0.856795,-214.646584,13.967559,345.0,OAK HARBOR 2 -- OAK HARBOR 2,OAK HARBOR 2,OAK HARBOR 2,215.010667,37.22419400633646
"LINESTRING (-122.5352 48.2395, -122.246 47.8822)",1345.52,497.053316,85.232576,-494.306719,-101.160193,345.0,OAK HARBOR 2 -- EDMONDS 2,OAK HARBOR 2,EDMONDS 2,497.053316,36.94135471787859
"LINESTRING (-122.5352 48.2395, -122.56 48.4708)",1180.81,-254.740312,-40.124939,255.175694,18.85334,345.0,OAK HARBOR 2 -- ANACORTES 2,ANACORTES 2,OAK HARBOR 2,254.740312,21.5733532066971
"LINESTRING (-122.5352 48.2395, -122.4358 48.4558)",1332.36,-457.32367,-45.964432,458.679383,36.484989,345.0,OAK HARBOR 2 -- BURLINGTON 2,BURLINGTON 2,OAK HARBOR 2,457.32367,34.32433201236903
"LINESTRING (-122.5352 48.2395, -122.5352 48.2395)",452.61,-214.67762,12.709781,214.646584,-13.967559,138.0,OAK HARBOR 2 -- OAK HARBOR 2,OAK HARBOR 2,OAK HARBOR 2,214.67762,47.43103775877687
"LINESTRING (-122.5352 48.2395, -122.6076 48.209)",266.6,199.706651,0.410434,-198.598974,4.003045,138.0,OAK HARBOR 2 -- CAMANO ISLAND,OAK HARBOR 2,CAMANO ISLAND,199.706651,74.90872130532632
"LINESTRING (-122.5352 48.2395, -122.4006 48.3831)",246.49,-93.659135,-54.679125,93.963915,50.204662,138.0,OAK HARBOR 2 -- MOUNT VERNON 1,MOUNT VERNON 1,OAK HARBOR 2,93.659135,37.997133757961784
"LINESTRING (-122.5352 48.2395, -122.317 48.2045)",238.95,66.117645,20.505467,-65.93517,-21.164233,138.0,OAK HARBOR 2 -- STANWOOD,OAK HARBOR 2,STANWOOD,66.117645,27.670075329566856
"LINESTRING (-122.5352 48.2395, -122.5352 48.2395)",125.0,0.0,-0.0,0.0,-0.0,13.8,OAK HARBOR 2 -- OAK HARBOR 2,OAK HARBOR 2,OAK HARBOR 2,0.0,0.0
"LINESTRING (-122.6841 47.7984, -122.6841 47.7984)",10000.0,35.433277,19.196343,-35.43,-19.18,138.0,POULSBO 1 -- POULSBO 1,POULSBO 1,POULSBO 1,35.433277,0.35433276999999996
"LINESTRING (-122.6841 47.7984, -122.6578 47.7539)",179.57,-25.85249,1.166314,25.867674,-1.935567,138.0,POULSBO 1 -- POULSBO 2,POULSBO 2,POULSBO 1,25.85249,14.396887007852092
"LINESTRING (-122.6841 47.7984, -122.3768 47.9233)",208.42,-64.972802,12.357538,65.156096,-18.064062,138.0,POULSBO 1 -- LYNNWOOD 1,LYNNWOOD 1,POULSBO 1,64.972802,31.173976585740338
"LINESTRING (-122.6578 47.7539, -122.6578 47.7539)",10000.0,-35.432598,-7.073212,35.434976,7.086574,138.0,POULSBO 2 -- POULSBO 2,POULSBO 2,POULSBO 2,35.432598,0.35432598
"LINESTRING (-122.6578 47.7539, -122.6578 47.7539)",10000.0,35.432598,7.073212,-35.43,-7.06,138.0,POULSBO 2 -- POULSBO 2,POULSBO 2,POULSBO 2,35.432598,0.35432598
"LINESTRING (-122.6578 47.7539, -122.6578 47.7539)",10000.0,0.0,0.0,0.0,0.0,138.0,POULSBO 2 -- POULSBO 2,POULSBO 2,POULSBO 2,0.0,0.0
"LINESTRING (-122.6219 47.5231, -122.6219 47.5231)",562.17,341.332438,205.417874,-340.889258,-176.969166,345.0,BREMERTON 5 -- BREMERTON 5,BREMERTON 5,BREMERTON 5,341.332438,60.716942917622795
"LINESTRING (-122.6219 47.5231, -123.1603 47.3698)",1116.83,-49.341186,-103.483551,49.440962,69.291895,345.0,BREMERTON 5 -- SHELTON 3,SHELTON 3,BREMERTON 5,49.341186,4.417967461475785
"LINESTRING (-122.6219 47.5231, -122.4283 47.2661)",1195.62,-291.991252,-101.934324,292.772037,86.666331,345.0,BREMERTON 5 -- TACOMA 21,TACOMA 21,BREMERTON 5,291.991252,24.421743697830415
"LINESTRING (-122.6219 47.5231, -122.6453 47.4467)",239.6,62.585683,35.329354,-62.404079,-35.528404,138.0,BREMERTON 5 -- GIG HARBOR 3,BREMERTON 5,GIG HARBOR 3,62.585683,26.120902754590986
"LINESTRING (-122.6273 45.5753, -122.6238 45.5869)",221.18,-39.851659,1.337175,39.86068,-1.474054,138.0,VANCOUVER 6 -- PORTLAND 21,PORTLAND 21,VANCOUVER 6,39.851659,18.017749796545797
"LINESTRING (-122.6273 45.5753, -122.5803 45.5498)",239.02,-70.909704,-30.84131,71.017596,31.025271,138.0,VANCOUVER 6 -- PORTLAND 35,PORTLAND 35,VANCOUVER 6,70.909704,29.666849636013726
"LINESTRING (-122.6273 45.5753, -122.6477 45.5992)",231.06,60.671362,14.754135,-60.650954,-15.559381,138.0,VANCOUVER 6 -- PORTLAND 37,VANCOUVER 6,PORTLAND 37,60.671362,26.257838656625985
"LINESTRING (-122.5543 45.6695, -122.584 45.6971)",223.05,-39.001878,39.808635,39.019693,-41.221974,138.0,VANCOUVER 7 -- VANCOUVER 10,VANCOUVER 10,VANCOUVER 7,39.001878,17.485710827168795
"LINESTRING (-122.5543 45.6695, -122.5441 45.6494)",182.98,-11.088122,-54.178635,11.134961,54.224897,138.0,VANCOUVER 7 -- PORTLAND 36,PORTLAND 36,VANCOUVER 7,11.088122,6.059745327358182
"LINESTRING (-122.606 45.638, -122.606 45.638)",10000.0,41.724332,12.400255,-41.72,-12.38,138.0,VANCOUVER 8 -- VANCOUVER 8,VANCOUVER 8,VANCOUVER 8,41.724332,0.41724332
"LINESTRING (-122.606 45.638, -122.574 45.6766)",203.57,-15.898904,43.786813,15.942458,-44.13415,138.0,VANCOUVER 8 -- VANCOUVER 15,VANCOUVER 15,VANCOUVER 8,15.898904,7.810042737142016
"LINESTRING (-122.606 45.638, -122.5646 45.6262)",225.61,-53.699684,-55.636962,53.753473,55.193153,138.0,VANCOUVER 8 -- PORTLAND 31,PORTLAND 31,VANCOUVER 8,53.699684,23.801996365409334
"LINESTRING (-122.7192 47.2477, -122.7192 47.2477)",10000.0,71.042636,8.276482,-71.03,-8.23,138.0,GIG HARBOR 2 -- GIG HARBOR 2,GIG HARBOR 2,GIG HARBOR 2,71.042636,0.7104263599999999
"LINESTRING (-122.67 48.8946, -122.67 48.8946)",10000.0,-61.01,-13.93,61.018861,13.970852,138.0,FERNDALE 1 -- FERNDALE 1,FERNDALE 1,FERNDALE 1,61.01,0.6101
"LINESTRING (-122.67 48.8946, -122.452 48.8083)",202.01,22.683129,-5.09272,-22.662178,1.465913,138.0,FERNDALE 1 -- BELLINGHAM 3,FERNDALE 1,BELLINGHAM 3,22.683129,11.22871590515321
"LINESTRING (-122.67 48.8946, -122.6867 48.8288)",264.49,-106.05401,-0.416313,106.361872,1.079335,138.0,FERNDALE 1 -- FERNDALE 2,FERNDALE 2,FERNDALE 1,106.05401,40.09755000189043
"LINESTRING (-122.6453 47.4467, -122.4801 47.4255)",220.87,27.356773,25.426368,-27.291376,-27.067816,138.0,GIG HARBOR 3 -- VASHON,GIG HARBOR 3,VASHON,27.356773,12.385916149771358
"LINESTRING (-122.5646 47.1496, -122.575 47.1492)",278.91,99.587536,38.839858,-99.546624,-38.681325,138.0,TACOMA 1 -- LAKEWOOD 1,TACOMA 1,LAKEWOOD 1,99.587536,35.705975404252264
"LINESTRING (-122.5646 47.1496, -122.575 47.1492)",278.91,99.587536,38.839858,-99.546624,-38.681325,138.0,TACOMA 1 -- LAKEWOOD 1,TACOMA 1,LAKEWOOD 1,99.587536,35.705975404252264
"LINESTRING (-122.5646 47.1496, -122.5568 47.1245)",280.99,-117.087536,-43.229858,117.239283,43.575316,138.0,TACOMA 1 -- TACOMA 6,TACOMA 6,TACOMA 1,117.087536,41.6696451831026
"LINESTRING (-122.5646 47.1496, -122.5568 47.1245)",280.99,-117.087536,-43.229858,117.239283,43.575316,138.0,TACOMA 1 -- TACOMA 6,TACOMA 6,TACOMA 1,117.087536,41.6696451831026
"LINESTRING (-122.6684 47.5868, -122.6684 47.5868)",10000.0,41.114497,16.67996,-41.11,-16.66,138.0,PORT ORCHARD 3 -- PORT ORCHARD 3,PORT ORCHARD 3,PORT ORCHARD 3,41.114497,0.41114497000000005
"LINESTRING (-122.6684 47.5868, -122.6199 47.6145)",232.49,33.602955,11.272295,-33.575229,-11.720206,138.0,PORT ORCHARD 3 -- PORT ORCHARD 4,PORT ORCHARD 3,PORT ORCHARD 4,33.602955,14.453505527119445
"LINESTRING (-122.6199 47.6145, -122.6199 47.6145)",10000.0,-41.11,-1.31,41.113852,1.327093,138.0,PORT ORCHARD 4 -- PORT ORCHARD 4,PORT ORCHARD 4,PORT ORCHARD 4,41.11,0.4111
"LINESTRING (-122.6199 47.6145, -122.6199 47.6145)",10000.0,0.0,-0.0,0.0,-0.0,138.0,PORT ORCHARD 4 -- PORT ORCHARD 4,PORT ORCHARD 4,PORT ORCHARD 4,0.0,0.0
"LINESTRING (-122.6199 47.6145, -122.4932 47.6283)",198.54,-7.538623,10.393112,7.545886,-11.879854,138.0,PORT ORCHARD 4 -- BAINBRIDGE ISLAND,BAINBRIDGE ISLAND,PORT ORCHARD 4,7.538623,3.7970298176689834
"LINESTRING (-122.5518 45.7462, -122.5137 45.7632)",242.1,-70.11565,-7.445501,70.147809,6.701079,138.0,VANCOUVER 9 -- VANCOUVER 16,VANCOUVER 16,VANCOUVER 9,70.11565,28.961441553077243
"LINESTRING (-122.5518 45.7462, -122.5664 45.7218)",214.7,32.14565,-1.794499,-32.128779,1.610476,138.0,VANCOUVER 9 -- VANCOUVER 17,VANCOUVER 9,VANCOUVER 17,32.14565,14.972356776898
"LINESTRING (-122.584 45.6971, -122.584 45.6971)",10000.0,-37.97,-9.3,37.973454,9.316375,138.0,VANCOUVER 10 -- VANCOUVER 10,VANCOUVER 10,VANCOUVER 10,37.97,0.3797
"LINESTRING (-122.584 45.6971, -122.5664 45.7218)",246.47,-76.993146,31.905599,77.072891,-31.927529,138.0,VANCOUVER 10 -- VANCOUVER 17,VANCOUVER 17,VANCOUVER 10,76.993146,31.23834381466304
"LINESTRING (-122.665 47.498, -122.665 47.498)",203.15,19.733244,6.273551,-19.731347,-6.221432,138.0,OLALLA -- OLALLA,OLALLA,OLALLA,19.733244,9.713632291410287
"LINESTRING (-122.665 47.498, -122.665 47.498)",101.57,-7.99,-4.67,7.994348,4.789331,18.0,OLALLA -- OLALLA,OLALLA,OLALLA,7.99,7.8664960126021475
"LINESTRING (-122.665 47.498, -122.665 47.498)",101.57,-11.73,-1.24,11.736999,1.432101,18.0,OLALLA -- OLALLA,OLALLA,OLALLA,11.73,11.548685635522302
"LINESTRING (-122.5961 47.1162, -122.5844 47.0922)",204.81,20.573891,-14.59314,-20.567435,14.053243,138.0,UNIVERSITY PLACE -- ROY 1,UNIVERSITY PLACE,ROY 1,20.573891,10.045354719007861
"LINESTRING (-122.575 47.1492, -122.5774 47.2147)",274.37,166.033248,64.252649,-165.121242,-59.232792,138.0,LAKEWOOD 1 -- LAKEWOOD 5,LAKEWOOD 1,LAKEWOOD 5,166.033248,60.51435944162991
"LINESTRING (-122.6066 47.0621, -122.6066 47.0621)",10000.0,33.522738,4.031203,-33.52,-4.02,138.0,LAKEWOOD 2 -- LAKEWOOD 2,LAKEWOOD 2,LAKEWOOD 2,33.522738,0.33522737999999996
"LINESTRING (-122.6066 47.0621, -122.5844 47.0922)",205.94,19.530017,-27.733673,-19.506568,27.333318,138.0,LAKEWOOD 2 -- ROY 1,LAKEWOOD 2,ROY 1,19.530017,9.483352918325727
"LINESTRING (-122.5297 47.2402, -122.5297 47.2402)",10000.0,-32.33,81.949579,32.344395,-81.870876,138.0,TACOMA 2 -- TACOMA 2,TACOMA 2,TACOMA 2,32.33,0.3233
"LINESTRING (-122.5297 47.2402, -122.5599 47.2904)",155.28,3.191475,45.892804,-3.136846,-46.595973,138.0,TACOMA 2 -- TACOMA 3,TACOMA 2,TACOMA 3,3.191475,2.0553033230293662
"LINESTRING (-122.5297 47.2402, -122.5774 47.2147)",249.59,-96.920268,-32.658576,97.047688,31.929783,138.0,TACOMA 2 -- LAKEWOOD 5,LAKEWOOD 5,TACOMA 2,96.920268,38.83179133779398
"LINESTRING (-122.5297 47.2402, -122.4954 47.2202)",232.9,61.384398,68.636648,-61.299879,-68.585477,138.0,TACOMA 2 -- TACOMA 12,TACOMA 2,TACOMA 12,61.384398,26.356547015886644
"LINESTRING (-122.5599 47.2904, -122.5178 47.3067)",198.66,-12.083154,41.785973,12.09082,-43.844111,138.0,TACOMA 3 -- TACOMA 10,TACOMA 10,TACOMA 3,12.083154,6.082328601630928
"LINESTRING (-122.4932 47.6283, -122.3985 47.6366)",218.11,-62.805886,-8.870146,62.952574,8.733416,138.0,BAINBRIDGE ISLAND -- SEATTLE 18,SEATTLE 18,BAINBRIDGE ISLAND,62.805886,28.795509605245055
"LINESTRING (-122.5365 47.8029, -122.5365 47.8029)",10000.0,25.601791,5.536885,-25.6,-5.53,138.0,KINGSTON -- KINGSTON,KINGSTON,KINGSTON,25.601791,0.25601790999999996
"LINESTRING (-122.5365 47.8029, -122.5365 47.8029)",10000.0,-25.601791,-5.536885,25.603412,5.543336,138.0,KINGSTON -- KINGSTON,KINGSTON,KINGSTON,25.601791,0.25601790999999996
"LINESTRING (-122.5365 47.8029, -122.4907 47.7826)",209.35,-25.603412,-5.543336,25.626269,5.063894,138.0,KINGSTON -- SEATTLE 5,SEATTLE 5,KINGSTON,25.603412,12.229955576785287
"LINESTRING (-122.5844 47.0922, -122.4859 47.0746)",200.65,13.434004,-47.92656,-13.396947,45.587598,138.0,ROY 1 -- LAKEWOOD 3,ROY 1,LAKEWOOD 3,13.434004,6.695242461998505
"LINESTRING (-122.4637 47.3789, -122.4637 47.3789)",10000.0,47.725427,5.42409,-47.72,-5.4,138.0,TACOMA 4 -- TACOMA 4,TACOMA 4,TACOMA 4,47.725427,0.47725427
"LINESTRING (-122.4637 47.3789, -122.4801 47.4255)",198.41,-1.776394,-17.015542,1.781376,15.797816,138.0,TACOMA 4 -- VASHON,VASHON,TACOMA 4,1.776394,0.8953147522806311
"LINESTRING (-122.4637 47.3789, -122.4149 47.2992)",212.61,-45.949033,11.591452,46.061004,-12.310956,138.0,TACOMA 4 -- FEDERAL WAY 1,FEDERAL WAY 1,TACOMA 4,45.949033,21.611887023187997
"LINESTRING (-122.6041 45.5753, -122.7256 45.6497)",192.01,-2.723978,11.581898,2.729116,-15.32001,138.0,VANCOUVER 12 -- VANCOUVER 18,VANCOUVER 18,VANCOUVER 12,2.723978,1.4186646528826623
"LINESTRING (-122.6041 45.5753, -122.6651 45.5726)",233.51,60.862099,23.635054,-60.789582,-23.998673,138.0,VANCOUVER 12 -- PORTLAND 32,VANCOUVER 12,PORTLAND 32,60.862099,26.064022525801896
"LINESTRING (-122.6041 45.5753, -122.5773 45.5661)",317.46,-127.24057,-46.35162,127.503844,47.331904,138.0,VANCOUVER 12 -- PORTLAND 33,PORTLAND 33,VANCOUVER 12,127.24057,40.08081963081963
"LINESTRING (-122.6041 45.5753, -122.6459 45.5151)",328.09,36.742449,0.364668,-36.718795,-2.432597,138.0,VANCOUVER 12 -- PORTLAND 34,VANCOUVER 12,PORTLAND 34,36.742449,11.198893291474901
"LINESTRING (-122.5396 45.6205, -122.4056 45.5847)",216.0,-36.113325,22.830775,36.161718,-25.567021,138.0,VANCOUVER 13 -- CAMAS 3,CAMAS 3,VANCOUVER 13,36.113325,16.719131944444445
"LINESTRING (-122.5396 45.6205, -122.5242 45.6203)",183.11,-7.154671,-31.200281,7.158185,30.911418,138.0,VANCOUVER 13 -- PORTLAND 43,PORTLAND 43,VANCOUVER 13,7.154671,3.9073076292938667
"LINESTRING (-122.5396 45.6205, -122.4843 45.6415)",190.92,10.907996,-2.260493,-10.905534,1.381511,138.0,VANCOUVER 13 -- FAIRVIEW 1,VANCOUVER 13,FAIRVIEW 1,10.907996,5.7133857112926885
"LINESTRING (-122.4859 47.0746, -122.4859 47.0746)",10000.0,14.510502,0.92198,-14.51,-0.92,138.0,LAKEWOOD 3 -- LAKEWOOD 3,LAKEWOOD 3,LAKEWOOD 3,14.510502,0.14510502
"LINESTRING (-122.4859 47.0746, -122.365 47.0797)",175.4,-1.113555,-46.509578,1.179648,45.756884,138.0,LAKEWOOD 3 -- TACOMA 20,TACOMA 20,LAKEWOOD 3,1.113555,0.6348660205245155
"LINESTRING (-122.4187 47.2812, -122.4149 47.2992)",250.33,103.178419,1.054801,-103.071004,-0.529044,138.0,TACOMA 5 -- FEDERAL WAY 1,TACOMA 5,FEDERAL WAY 1,103.178419,41.216961211201216
"LINESTRING (-122.4187 47.2812, -122.3754 47.2861)",196.79,11.926868,-1.571933,-11.924586,1.174433,138.0,TACOMA 5 -- TACOMA 18,TACOMA 5,TACOMA 18,11.926868,6.06070836932771
"LINESTRING (-122.4187 47.2812, -122.3407 47.313)",208.89,-26.562807,35.131937,26.607558,-36.311519,138.0,TACOMA 5 -- SEATTLE 25,SEATTLE 25,TACOMA 5,26.562807,12.716169754416201
